transaction_id,customer_id,transaction_date,amount,transaction_type,status,payment_method,year_month,cohort_month,transaction_month
CUST_001464_TXN_0019,CUST_001464,2024-01-25,137.21,Subscription,Completed,Credit Card,2024-01,2022-07,2024-01
CUST_001464_TXN_0020,CUST_001464,2024-02-25,154.12,Subscription,Completed,Credit Card,2024-02,2022-07,2024-02
CUST_001464_TXN_0021,CUST_001464,2024-03-25,154.28,Subscription,Completed,Credit Card,2024-03,2022-07,2024-03
CUST_001464_TXN_0022,CUST_001464,2024-04-25,162.65,Subscription,Completed,Wire Transfer,2024-04,2022-07,2024-04
CUST_001464_TXN_0023,CUST_001464,2024-05-25,149.7,Subscription,Completed,Credit Card,2024-05,2022-07,2024-05
CUST_001464_TXN_0024,CUST_001464,2024-06-25,155.01,Subscription,Completed,Credit Card,2024-06,2022-07,2024-06
CUST_001464_TXN_0025,CUST_001464,2024-07-25,205.55,Subscription,Completed,PayPal,2024-07,2022-07,2024-07
CUST_001464_TXN_0026,CUST_001464,2024-08-25,162.79,Subscription,Completed,Credit Card,2024-08,2022-07,2024-08
CUST_001464_TXN_0027,CUST_001464,2024-09-25,163.63,Subscription,Completed,Credit Card,2024-09,2022-07,2024-09
CUST_001464_TXN_0028,CUST_001464,2024-10-25,153.89,Subscription,Completed,ACH,2024-10,2022-07,2024-10
CUST_001464_TXN_0029,CUST_001464,2024-11-25,150.01,Subscription,Completed,PayPal,2024-11,2022-07,2024-11
CUST_001464_TXN_0030,CUST_001464,2024-12-25,142.63,Subscription,Completed,Credit Card,2024-12,2022-07,2024-12
CUST_001465_TXN_0001,CUST_001465,2021-07-28,49.26,New,Completed,ACH,2021-07,2021-07,2021-07
CUST_001465_TXN_0002,CUST_001465,2021-08-28,63.51,Subscription,Completed,Credit Card,2021-08,2021-07,2021-08
CUST_001465_TXN_0003,CUST_001465,2021-09-28,50.92,Subscription,Completed,Wire Transfer,2021-09,2021-07,2021-09
CUST_001465_TXN_0004,CUST_001465,2021-10-28,52.06,Subscription,Completed,Wire Transfer,2021-10,2021-07,2021-10
CUST_001465_TXN_0005,CUST_001465,2021-11-28,44.58,Subscription,Completed,Credit Card,2021-11,2021-07,2021-11
CUST_001465_TXN_0006,CUST_001465,2021-12-28,46.51,Subscription,Completed,Credit Card,2021-12,2021-07,2021-12
CUST_001465_TXN_0007,CUST_001465,2022-01-28,45.84,Subscription,Completed,Credit Card,2022-01,2021-07,2022-01
CUST_001465_TXN_0008,CUST_001465,2022-02-28,49.82,Subscription,Completed,Credit Card,2022-02,2021-07,2022-02
CUST_001465_TXN_0009,CUST_001465,2022-03-28,53.38,Subscription,Completed,Credit Card,2022-03,2021-07,2022-03
CUST_001465_TXN_0010,CUST_001465,2022-04-28,50.38,Subscription,Completed,ACH,2022-04,2021-07,2022-04
CUST_001465_TXN_0011,CUST_001465,2022-05-28,51.54,Subscription,Completed,Credit Card,2022-05,2021-07,2022-05
CUST_001465_TXN_0012,CUST_001465,2022-06-28,51.67,Subscription,Completed,Credit Card,2022-06,2021-07,2022-06
CUST_001465_TXN_0013,CUST_001465,2022-07-28,45.31,Subscription,Completed,PayPal,2022-07,2021-07,2022-07
CUST_001465_TXN_0014,CUST_001465,2022-08-28,48.61,Subscription,Completed,Credit Card,2022-08,2021-07,2022-08
CUST_001465_TXN_0015,CUST_001465,2022-09-28,51.48,Subscription,Completed,Credit Card,2022-09,2021-07,2022-09
CUST_001465_TXN_0016,CUST_001465,2022-10-28,47.28,Subscription,Completed,Credit Card,2022-10,2021-07,2022-10
CUST_001465_TXN_0017,CUST_001465,2022-11-28,51.59,Subscription,Completed,ACH,2022-11,2021-07,2022-11
CUST_001465_TXN_0018,CUST_001465,2022-12-28,45.04,Subscription,Completed,Credit Card,2022-12,2021-07,2022-12
CUST_001465_TXN_0019,CUST_001465,2023-01-28,46.39,Subscription,Completed,Credit Card,2023-01,2021-07,2023-01
CUST_001465_TXN_0020,CUST_001465,2023-02-28,47.37,Subscription,Completed,ACH,2023-02,2021-07,2023-02
CUST_001465_TXN_0021,CUST_001465,2023-03-28,49.01,Subscription,Completed,ACH,2023-03,2021-07,2023-03
CUST_001465_TXN_0022,CUST_001465,2023-04-28,51.88,Subscription,Completed,Credit Card,2023-04,2021-07,2023-04
CUST_001465_TXN_0023,CUST_001465,2023-05-28,51.41,Subscription,Completed,Wire Transfer,2023-05,2021-07,2023-05
CUST_001465_TXN_0024,CUST_001465,2023-06-28,53.38,Subscription,Completed,Credit Card,2023-06,2021-07,2023-06
CUST_001466_TXN_0001,CUST_001466,2020-08-31,52.54,New,Completed,ACH,2020-08,2020-08,2020-08
CUST_001466_TXN_0002,CUST_001466,2020-09-30,47.96,Subscription,Completed,ACH,2020-09,2020-08,2020-09
CUST_001466_TXN_0003,CUST_001466,2020-10-30,51.61,Subscription,Completed,Wire Transfer,2020-10,2020-08,2020-10
CUST_001466_TXN_0004,CUST_001466,2020-11-30,51.42,Subscription,Completed,Credit Card,2020-11,2020-08,2020-11
CUST_001466_TXN_0005,CUST_001466,2020-12-30,44.94,Subscription,Completed,ACH,2020-12,2020-08,2020-12
CUST_001466_TXN_0006,CUST_001466,2021-01-30,77.83,Subscription,Completed,Credit Card,2021-01,2020-08,2021-01
CUST_001466_TXN_0007,CUST_001466,2021-02-28,51.12,Subscription,Completed,Credit Card,2021-02,2020-08,2021-02
CUST_001466_TXN_0008,CUST_001466,2021-03-28,52.81,Subscription,Completed,Wire Transfer,2021-03,2020-08,2021-03
CUST_001466_TXN_0009,CUST_001466,2021-04-28,45.48,Subscription,Completed,ACH,2021-04,2020-08,2021-04
CUST_001466_TXN_0010,CUST_001466,2021-05-28,48.62,Subscription,Completed,Credit Card,2021-05,2020-08,2021-05
CUST_001466_TXN_0011,CUST_001466,2021-06-28,47.64,Subscription,Completed,Wire Transfer,2021-06,2020-08,2021-06
CUST_001466_TXN_0012,CUST_001466,2021-07-28,47.59,Subscription,Completed,Credit Card,2021-07,2020-08,2021-07
CUST_001466_TXN_0013,CUST_001466,2021-08-28,49.96,Subscription,Completed,Wire Transfer,2021-08,2020-08,2021-08
CUST_001466_TXN_0014,CUST_001466,2021-09-28,44.74,Subscription,Completed,Credit Card,2021-09,2020-08,2021-09
CUST_001466_TXN_0015,CUST_001466,2021-10-28,44.95,Subscription,Completed,ACH,2021-10,2020-08,2021-10
CUST_001466_TXN_0016,CUST_001466,2021-11-28,48.81,Subscription,Completed,Credit Card,2021-11,2020-08,2021-11
CUST_001466_TXN_0017,CUST_001466,2021-12-28,53.52,Subscription,Completed,Credit Card,2021-12,2020-08,2021-12
CUST_001466_TXN_0018,CUST_001466,2022-01-28,53.57,Subscription,Completed,ACH,2022-01,2020-08,2022-01
CUST_001466_TXN_0019,CUST_001466,2022-02-28,51.34,Subscription,Completed,Wire Transfer,2022-02,2020-08,2022-02
CUST_001466_TXN_0020,CUST_001466,2022-03-28,50.47,Subscription,Completed,Credit Card,2022-03,2020-08,2022-03
CUST_001466_TXN_0021,CUST_001466,2022-04-28,50.93,Subscription,Completed,PayPal,2022-04,2020-08,2022-04
CUST_001466_TXN_0022,CUST_001466,2022-05-28,45.05,Subscription,Completed,ACH,2022-05,2020-08,2022-05
CUST_001466_TXN_0023,CUST_001466,2022-06-28,46.89,Subscription,Completed,ACH,2022-06,2020-08,2022-06
CUST_001466_TXN_0024,CUST_001466,2022-07-28,50.67,Subscription,Completed,Credit Card,2022-07,2020-08,2022-07
CUST_001466_TXN_0025,CUST_001466,2022-08-28,48.51,Subscription,Completed,Credit Card,2022-08,2020-08,2022-08
CUST_001466_TXN_0026,CUST_001466,2022-09-28,48.02,Subscription,Completed,Wire Transfer,2022-09,2020-08,2022-09
CUST_001466_TXN_0027,CUST_001466,2022-10-28,51.2,Subscription,Completed,ACH,2022-10,2020-08,2022-10
CUST_001466_TXN_0028,CUST_001466,2022-11-28,46.02,Subscription,Completed,Credit Card,2022-11,2020-08,2022-11
CUST_001466_TXN_0029,CUST_001466,2022-12-28,51.86,Subscription,Completed,Credit Card,2022-12,2020-08,2022-12
CUST_001466_TXN_0030,CUST_001466,2023-01-28,49.75,Subscription,Completed,ACH,2023-01,2020-08,2023-01
CUST_001466_TXN_0031,CUST_001466,2023-02-28,47.04,Subscription,Completed,Credit Card,2023-02,2020-08,2023-02
CUST_001466_TXN_0032,CUST_001466,2023-03-28,52.93,Subscription,Completed,Credit Card,2023-03,2020-08,2023-03
CUST_001466_TXN_0033,CUST_001466,2023-04-28,48.19,Subscription,Completed,Credit Card,2023-04,2020-08,2023-04
CUST_001466_TXN_0034,CUST_001466,2023-05-28,45.94,Subscription,Completed,Credit Card,2023-05,2020-08,2023-05
CUST_001466_TXN_0035,CUST_001466,2023-06-28,49.98,Subscription,Completed,ACH,2023-06,2020-08,2023-06
CUST_001466_TXN_0036,CUST_001466,2023-07-28,49.55,Subscription,Completed,Credit Card,2023-07,2020-08,2023-07
CUST_001466_TXN_0037,CUST_001466,2023-08-28,48.67,Subscription,Completed,Credit Card,2023-08,2020-08,2023-08
CUST_001466_TXN_0038,CUST_001466,2023-09-28,51.14,Subscription,Completed,PayPal,2023-09,2020-08,2023-09
CUST_001466_TXN_0039,CUST_001466,2023-10-28,45.99,Subscription,Completed,ACH,2023-10,2020-08,2023-10
CUST_001466_TXN_0040,CUST_001466,2023-11-28,50.42,Subscription,Completed,Credit Card,2023-11,2020-08,2023-11
CUST_001466_TXN_0041,CUST_001466,2023-12-28,53.45,Subscription,Completed,Credit Card,2023-12,2020-08,2023-12
CUST_001466_TXN_0042,CUST_001466,2024-01-28,53.34,Subscription,Completed,Credit Card,2024-01,2020-08,2024-01
CUST_001466_TXN_0043,CUST_001466,2024-02-28,49.67,Subscription,Completed,Credit Card,2024-02,2020-08,2024-02
CUST_001466_TXN_0044,CUST_001466,2024-03-28,52.37,Subscription,Completed,Credit Card,2024-03,2020-08,2024-03
CUST_001466_TXN_0045,CUST_001466,2024-04-28,73.27,Subscription,Completed,Credit Card,2024-04,2020-08,2024-04
CUST_001466_TXN_0046,CUST_001466,2024-05-28,46.19,Subscription,Completed,Credit Card,2024-05,2020-08,2024-05
CUST_001466_TXN_0047,CUST_001466,2024-06-28,52.23,Subscription,Completed,Credit Card,2024-06,2020-08,2024-06
CUST_001466_TXN_0048,CUST_001466,2024-07-28,49.72,Subscription,Completed,Credit Card,2024-07,2020-08,2024-07
CUST_001466_TXN_0049,CUST_001466,2024-08-28,50.48,Subscription,Completed,ACH,2024-08,2020-08,2024-08
CUST_001466_TXN_0050,CUST_001466,2024-09-28,45.1,Subscription,Completed,Credit Card,2024-09,2020-08,2024-09
CUST_001466_TXN_0051,CUST_001466,2024-10-28,47.31,Subscription,Completed,Wire Transfer,2024-10,2020-08,2024-10
CUST_001466_TXN_0052,CUST_001466,2024-11-28,48.3,Subscription,Completed,Credit Card,2024-11,2020-08,2024-11
CUST_001466_TXN_0053,CUST_001466,2024-12-28,44.44,Subscription,Completed,Credit Card,2024-12,2020-08,2024-12
CUST_001467_TXN_0001,CUST_001467,2021-06-20,387.78,New,Completed,Wire Transfer,2021-06,2021-06,2021-06
CUST_001467_TXN_0002,CUST_001467,2021-07-20,399.4,Subscription,Completed,Credit Card,2021-07,2021-06,2021-07
CUST_001467_TXN_0003,CUST_001467,2021-08-20,380.58,Subscription,Completed,Wire Transfer,2021-08,2021-06,2021-08
CUST_001467_TXN_0004,CUST_001467,2021-09-20,403.56,Subscription,Completed,Credit Card,2021-09,2021-06,2021-09
CUST_001467_TXN_0005,CUST_001467,2021-10-20,417.82,Subscription,Completed,Credit Card,2021-10,2021-06,2021-10
CUST_001467_TXN_0006,CUST_001467,2021-11-20,415.88,Subscription,Completed,ACH,2021-11,2021-06,2021-11
CUST_001467_TXN_0007,CUST_001467,2021-12-20,408.26,Subscription,Completed,Credit Card,2021-12,2021-06,2021-12
CUST_001467_TXN_0008,CUST_001467,2022-01-20,385.37,Subscription,Completed,ACH,2022-01,2021-06,2022-01
CUST_001467_TXN_0009,CUST_001467,2022-02-20,360.07,Subscription,Completed,ACH,2022-02,2021-06,2022-02
CUST_001467_TXN_0010,CUST_001467,2022-03-20,402.91,Subscription,Completed,Wire Transfer,2022-03,2021-06,2022-03
CUST_001467_TXN_0011,CUST_001467,2022-04-20,380.95,Subscription,Completed,ACH,2022-04,2021-06,2022-04
CUST_001467_TXN_0012,CUST_001467,2022-05-20,424.0,Subscription,Completed,Wire Transfer,2022-05,2021-06,2022-05
CUST_001467_TXN_0013,CUST_001467,2022-06-20,418.95,Subscription,Completed,Credit Card,2022-06,2021-06,2022-06
CUST_001467_TXN_0014,CUST_001467,2022-07-20,385.73,Subscription,Completed,Credit Card,2022-07,2021-06,2022-07
CUST_001467_TXN_0015,CUST_001467,2022-08-20,402.42,Subscription,Completed,Credit Card,2022-08,2021-06,2022-08
CUST_001467_TXN_0016,CUST_001467,2022-09-20,366.61,Subscription,Completed,ACH,2022-09,2021-06,2022-09
CUST_001467_TXN_0017,CUST_001467,2022-10-20,395.23,Subscription,Completed,Credit Card,2022-10,2021-06,2022-10
CUST_001467_TXN_0018,CUST_001467,2022-11-20,434.35,Subscription,Completed,ACH,2022-11,2021-06,2022-11
CUST_001467_TXN_0019,CUST_001467,2022-12-20,408.96,Subscription,Completed,Credit Card,2022-12,2021-06,2022-12
CUST_001467_TXN_0020,CUST_001467,2023-01-20,424.09,Subscription,Completed,Credit Card,2023-01,2021-06,2023-01
CUST_001467_TXN_0021,CUST_001467,2023-02-20,374.87,Subscription,Completed,ACH,2023-02,2021-06,2023-02
CUST_001467_TXN_0022,CUST_001467,2023-03-20,397.2,Subscription,Completed,Credit Card,2023-03,2021-06,2023-03
CUST_001467_TXN_0023,CUST_001467,2023-04-20,391.76,Subscription,Completed,ACH,2023-04,2021-06,2023-04
CUST_001467_TXN_0024,CUST_001467,2023-05-20,416.92,Subscription,Completed,Wire Transfer,2023-05,2021-06,2023-05
CUST_001467_TXN_0025,CUST_001467,2023-06-20,402.67,Subscription,Completed,ACH,2023-06,2021-06,2023-06
CUST_001467_TXN_0026,CUST_001467,2023-07-20,408.87,Subscription,Completed,Credit Card,2023-07,2021-06,2023-07
CUST_001467_TXN_0027,CUST_001467,2023-08-20,415.33,Subscription,Completed,Wire Transfer,2023-08,2021-06,2023-08
CUST_001467_TXN_0028,CUST_001467,2023-09-20,516.32,Subscription,Completed,ACH,2023-09,2021-06,2023-09
CUST_001467_TXN_0029,CUST_001467,2023-10-20,412.29,Subscription,Completed,Credit Card,2023-10,2021-06,2023-10
CUST_001467_TXN_0030,CUST_001467,2023-11-20,365.18,Subscription,Completed,Credit Card,2023-11,2021-06,2023-11
CUST_001467_TXN_0031,CUST_001467,2023-12-20,376.54,Subscription,Completed,Wire Transfer,2023-12,2021-06,2023-12
CUST_001467_TXN_0032,CUST_001467,2024-01-20,385.91,Subscription,Completed,Credit Card,2024-01,2021-06,2024-01
CUST_001467_TXN_0033,CUST_001467,2024-02-20,364.88,Subscription,Completed,PayPal,2024-02,2021-06,2024-02
CUST_001467_TXN_0034,CUST_001467,2024-03-20,381.43,Subscription,Completed,Credit Card,2024-03,2021-06,2024-03
CUST_001467_TXN_0035,CUST_001467,2024-04-20,407.0,Subscription,Completed,ACH,2024-04,2021-06,2024-04
CUST_001467_TXN_0036,CUST_001467,2024-05-20,426.56,Subscription,Completed,Credit Card,2024-05,2021-06,2024-05
CUST_001467_TXN_0037,CUST_001467,2024-06-20,371.8,Subscription,Completed,Credit Card,2024-06,2021-06,2024-06
CUST_001467_TXN_0038,CUST_001467,2024-07-20,398.96,Subscription,Completed,Credit Card,2024-07,2021-06,2024-07
CUST_001467_TXN_0039,CUST_001467,2024-08-20,424.76,Subscription,Completed,Wire Transfer,2024-08,2021-06,2024-08
CUST_001467_TXN_0040,CUST_001467,2024-09-20,430.19,Subscription,Completed,Wire Transfer,2024-09,2021-06,2024-09
CUST_001467_TXN_0041,CUST_001467,2024-10-20,425.06,Subscription,Completed,Credit Card,2024-10,2021-06,2024-10
CUST_001467_TXN_0042,CUST_001467,2024-11-20,415.97,Subscription,Completed,Credit Card,2024-11,2021-06,2024-11
CUST_001467_TXN_0043,CUST_001467,2024-12-20,377.67,Subscription,Completed,Credit Card,2024-12,2021-06,2024-12
CUST_001468_TXN_0001,CUST_001468,2024-06-13,47.91,New,Completed,Credit Card,2024-06,2024-06,2024-06
CUST_001468_TXN_0002,CUST_001468,2024-07-13,51.92,Subscription,Completed,Credit Card,2024-07,2024-06,2024-07
CUST_001468_TXN_0003,CUST_001468,2024-08-13,53.5,Subscription,Completed,Wire Transfer,2024-08,2024-06,2024-08
CUST_001468_TXN_0004,CUST_001468,2024-09-13,46.12,Subscription,Completed,Wire Transfer,2024-09,2024-06,2024-09
CUST_001468_TXN_0005,CUST_001468,2024-10-13,52.78,Subscription,Completed,Credit Card,2024-10,2024-06,2024-10
CUST_001468_TXN_0006,CUST_001468,2024-11-13,49.12,Subscription,Completed,Wire Transfer,2024-11,2024-06,2024-11
CUST_001468_TXN_0007,CUST_001468,2024-12-13,51.23,Subscription,Completed,Credit Card,2024-12,2024-06,2024-12
CUST_001469_TXN_0001,CUST_001469,2020-03-15,50.44,New,Completed,Wire Transfer,2020-03,2020-03,2020-03
CUST_001469_TXN_0002,CUST_001469,2020-04-15,46.62,Subscription,Completed,PayPal,2020-04,2020-03,2020-04
CUST_001469_TXN_0003,CUST_001469,2020-05-15,48.7,Subscription,Completed,Wire Transfer,2020-05,2020-03,2020-05
CUST_001469_TXN_0004,CUST_001469,2020-06-15,49.79,Subscription,Completed,Credit Card,2020-06,2020-03,2020-06
CUST_001469_TXN_0005,CUST_001469,2020-07-15,49.95,Subscription,Completed,Credit Card,2020-07,2020-03,2020-07
CUST_001469_TXN_0006,CUST_001469,2020-08-15,52.09,Subscription,Completed,Credit Card,2020-08,2020-03,2020-08
CUST_001469_TXN_0007,CUST_001469,2020-09-15,44.48,Subscription,Completed,Credit Card,2020-09,2020-03,2020-09
CUST_001469_TXN_0008,CUST_001469,2020-10-15,52.93,Subscription,Completed,Wire Transfer,2020-10,2020-03,2020-10
CUST_001469_TXN_0009,CUST_001469,2020-11-15,48.73,Subscription,Completed,Credit Card,2020-11,2020-03,2020-11
CUST_001469_TXN_0010,CUST_001469,2020-12-15,45.03,Subscription,Completed,Credit Card,2020-12,2020-03,2020-12
CUST_001469_TXN_0011,CUST_001469,2021-01-15,53.57,Subscription,Completed,ACH,2021-01,2020-03,2021-01
CUST_001469_TXN_0012,CUST_001469,2021-02-15,53.1,Subscription,Completed,Credit Card,2021-02,2020-03,2021-02
CUST_001469_TXN_0013,CUST_001469,2021-03-15,47.46,Subscription,Completed,Credit Card,2021-03,2020-03,2021-03
CUST_001469_TXN_0014,CUST_001469,2021-04-15,50.13,Subscription,Completed,ACH,2021-04,2020-03,2021-04
CUST_001469_TXN_0015,CUST_001469,2021-05-15,48.66,Subscription,Completed,Credit Card,2021-05,2020-03,2021-05
CUST_001469_TXN_0016,CUST_001469,2021-06-15,47.52,Subscription,Completed,Credit Card,2021-06,2020-03,2021-06
CUST_001469_TXN_0017,CUST_001469,2021-07-15,49.62,Subscription,Completed,Credit Card,2021-07,2020-03,2021-07
CUST_001469_TXN_0018,CUST_001469,2021-08-15,50.14,Subscription,Completed,ACH,2021-08,2020-03,2021-08
CUST_001469_TXN_0019,CUST_001469,2021-09-15,53.04,Subscription,Completed,Credit Card,2021-09,2020-03,2021-09
CUST_001469_TXN_0020,CUST_001469,2021-10-15,52.12,Subscription,Completed,Wire Transfer,2021-10,2020-03,2021-10
CUST_001469_TXN_0021,CUST_001469,2021-11-15,44.9,Subscription,Completed,Credit Card,2021-11,2020-03,2021-11
CUST_001469_TXN_0022,CUST_001469,2021-12-15,49.53,Subscription,Completed,Credit Card,2021-12,2020-03,2021-12
CUST_001469_TXN_0023,CUST_001469,2022-01-15,50.79,Subscription,Completed,Credit Card,2022-01,2020-03,2022-01
CUST_001469_TXN_0024,CUST_001469,2022-02-15,49.32,Subscription,Completed,Credit Card,2022-02,2020-03,2022-02
CUST_001469_TXN_0025,CUST_001469,2022-03-15,66.13,Subscription,Completed,Credit Card,2022-03,2020-03,2022-03
CUST_001469_TXN_0026,CUST_001469,2022-04-15,44.63,Subscription,Completed,ACH,2022-04,2020-03,2022-04
CUST_001469_TXN_0027,CUST_001469,2022-05-15,50.14,Subscription,Completed,Wire Transfer,2022-05,2020-03,2022-05
CUST_001469_TXN_0028,CUST_001469,2022-06-15,67.58,Subscription,Completed,Wire Transfer,2022-06,2020-03,2022-06
CUST_001469_TXN_0029,CUST_001469,2022-07-15,44.74,Subscription,Completed,Credit Card,2022-07,2020-03,2022-07
CUST_001469_TXN_0030,CUST_001469,2022-08-15,50.68,Subscription,Completed,Wire Transfer,2022-08,2020-03,2022-08
CUST_001469_TXN_0031,CUST_001469,2022-09-15,45.84,Subscription,Completed,Credit Card,2022-09,2020-03,2022-09
CUST_001469_TXN_0032,CUST_001469,2022-10-15,44.67,Subscription,Completed,Wire Transfer,2022-10,2020-03,2022-10
CUST_001469_TXN_0033,CUST_001469,2022-11-15,62.99,Subscription,Completed,Credit Card,2022-11,2020-03,2022-11
CUST_001469_TXN_0034,CUST_001469,2022-12-15,50.22,Subscription,Completed,Credit Card,2022-12,2020-03,2022-12
CUST_001469_TXN_0035,CUST_001469,2023-01-15,46.38,Subscription,Completed,Credit Card,2023-01,2020-03,2023-01
CUST_001469_TXN_0036,CUST_001469,2023-02-15,46.86,Subscription,Completed,Credit Card,2023-02,2020-03,2023-02
CUST_001469_TXN_0037,CUST_001469,2023-03-15,49.55,Subscription,Completed,Wire Transfer,2023-03,2020-03,2023-03
CUST_001469_TXN_0038,CUST_001469,2023-04-15,49.85,Subscription,Completed,ACH,2023-04,2020-03,2023-04
CUST_001469_TXN_0039,CUST_001469,2023-05-15,52.28,Subscription,Completed,Credit Card,2023-05,2020-03,2023-05
CUST_001469_TXN_0040,CUST_001469,2023-06-15,45.96,Subscription,Completed,Credit Card,2023-06,2020-03,2023-06
CUST_001469_TXN_0041,CUST_001469,2023-07-15,50.57,Subscription,Completed,Credit Card,2023-07,2020-03,2023-07
CUST_001469_TXN_0042,CUST_001469,2023-08-15,52.74,Subscription,Completed,Credit Card,2023-08,2020-03,2023-08
CUST_001469_TXN_0043,CUST_001469,2023-09-15,51.35,Subscription,Completed,Credit Card,2023-09,2020-03,2023-09
CUST_001469_TXN_0044,CUST_001469,2023-10-15,45.84,Subscription,Completed,Wire Transfer,2023-10,2020-03,2023-10
CUST_001469_TXN_0045,CUST_001469,2023-11-15,51.93,Subscription,Completed,ACH,2023-11,2020-03,2023-11
CUST_001469_TXN_0046,CUST_001469,2023-12-15,51.0,Subscription,Completed,Credit Card,2023-12,2020-03,2023-12
CUST_001469_TXN_0047,CUST_001469,2024-01-15,44.69,Subscription,Completed,Credit Card,2024-01,2020-03,2024-01
CUST_001469_TXN_0048,CUST_001469,2024-02-15,44.73,Subscription,Completed,Credit Card,2024-02,2020-03,2024-02
CUST_001469_TXN_0049,CUST_001469,2024-03-15,47.44,Subscription,Completed,Credit Card,2024-03,2020-03,2024-03
CUST_001469_TXN_0050,CUST_001469,2024-04-15,44.59,Subscription,Completed,Credit Card,2024-04,2020-03,2024-04
CUST_001469_TXN_0051,CUST_001469,2024-05-15,53.55,Subscription,Completed,ACH,2024-05,2020-03,2024-05
CUST_001469_TXN_0052,CUST_001469,2024-06-15,44.84,Subscription,Completed,ACH,2024-06,2020-03,2024-06
CUST_001469_TXN_0053,CUST_001469,2024-07-15,49.42,Subscription,Completed,Credit Card,2024-07,2020-03,2024-07
CUST_001469_TXN_0054,CUST_001469,2024-08-15,78.07,Subscription,Completed,Credit Card,2024-08,2020-03,2024-08
CUST_001469_TXN_0055,CUST_001469,2024-09-15,48.31,Subscription,Completed,Credit Card,2024-09,2020-03,2024-09
CUST_001469_TXN_0056,CUST_001469,2024-10-15,47.88,Subscription,Completed,Wire Transfer,2024-10,2020-03,2024-10
CUST_001469_TXN_0057,CUST_001469,2024-11-15,48.82,Subscription,Completed,PayPal,2024-11,2020-03,2024-11
CUST_001469_TXN_0058,CUST_001469,2024-12-15,46.56,Subscription,Completed,Credit Card,2024-12,2020-03,2024-12
CUST_001470_TXN_0001,CUST_001470,2021-01-20,145.17,New,Completed,ACH,2021-01,2021-01,2021-01
CUST_001470_TXN_0002,CUST_001470,2021-02-20,136.06,Subscription,Completed,Credit Card,2021-02,2021-01,2021-02
CUST_001470_TXN_0003,CUST_001470,2021-03-20,137.28,Subscription,Completed,PayPal,2021-03,2021-01,2021-03
CUST_001470_TXN_0004,CUST_001470,2021-04-20,141.96,Subscription,Completed,ACH,2021-04,2021-01,2021-04
CUST_001471_TXN_0001,CUST_001471,2023-05-18,51.63,New,Completed,Wire Transfer,2023-05,2023-05,2023-05
CUST_001471_TXN_0002,CUST_001471,2023-06-18,53.73,Subscription,Completed,Wire Transfer,2023-06,2023-05,2023-06
CUST_001471_TXN_0003,CUST_001471,2023-07-18,49.34,Subscription,Completed,Credit Card,2023-07,2023-05,2023-07
CUST_001471_TXN_0004,CUST_001471,2023-08-18,49.28,Subscription,Completed,Wire Transfer,2023-08,2023-05,2023-08
CUST_001471_TXN_0005,CUST_001471,2023-09-18,49.71,Subscription,Completed,Credit Card,2023-09,2023-05,2023-09
CUST_001471_TXN_0006,CUST_001471,2023-10-18,51.77,Subscription,Completed,Credit Card,2023-10,2023-05,2023-10
CUST_001471_TXN_0007,CUST_001471,2023-11-18,49.68,Subscription,Completed,Credit Card,2023-11,2023-05,2023-11
CUST_001471_TXN_0008,CUST_001471,2023-12-18,51.57,Subscription,Completed,PayPal,2023-12,2023-05,2023-12
CUST_001471_TXN_0009,CUST_001471,2024-01-18,49.59,Subscription,Completed,Credit Card,2024-01,2023-05,2024-01
CUST_001471_TXN_0010,CUST_001471,2024-02-18,44.48,Subscription,Completed,Credit Card,2024-02,2023-05,2024-02
CUST_001471_TXN_0011,CUST_001471,2024-03-18,47.5,Subscription,Completed,Credit Card,2024-03,2023-05,2024-03
CUST_001471_TXN_0012,CUST_001471,2024-04-18,52.9,Subscription,Completed,Credit Card,2024-04,2023-05,2024-04
CUST_001471_TXN_0013,CUST_001471,2024-05-18,46.68,Subscription,Completed,Wire Transfer,2024-05,2023-05,2024-05
CUST_001472_TXN_0001,CUST_001472,2021-04-19,134.67,New,Completed,Credit Card,2021-04,2021-04,2021-04
CUST_001472_TXN_0002,CUST_001472,2021-05-19,161.51,Subscription,Completed,ACH,2021-05,2021-04,2021-05
CUST_001472_TXN_0003,CUST_001472,2021-06-19,163.23,Subscription,Completed,PayPal,2021-06,2021-04,2021-06
CUST_001472_TXN_0004,CUST_001472,2021-07-19,158.91,Subscription,Completed,Credit Card,2021-07,2021-04,2021-07
CUST_001472_TXN_0005,CUST_001472,2021-08-19,152.95,Subscription,Completed,Credit Card,2021-08,2021-04,2021-08
CUST_001472_TXN_0006,CUST_001472,2021-09-19,157.59,Subscription,Completed,Credit Card,2021-09,2021-04,2021-09
CUST_001472_TXN_0007,CUST_001472,2021-10-19,136.68,Subscription,Completed,Credit Card,2021-10,2021-04,2021-10
CUST_001472_TXN_0008,CUST_001472,2021-11-19,139.71,Subscription,Completed,ACH,2021-11,2021-04,2021-11
CUST_001472_TXN_0009,CUST_001472,2021-12-19,134.56,Subscription,Completed,Credit Card,2021-12,2021-04,2021-12
CUST_001472_TXN_0010,CUST_001472,2022-01-19,135.38,Subscription,Completed,Credit Card,2022-01,2021-04,2022-01
CUST_001472_TXN_0011,CUST_001472,2022-02-19,192.21,Subscription,Completed,Credit Card,2022-02,2021-04,2022-02
